Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,Gesamtkosten,Inspektion,Wartung,Zustandsermittlung,Revision,Tausch,Betriebsprüfung,Betriebsservice,Vorbereitung,Nachbereitung,Reparatur am Objekt
HFX,C,C -- Fahrzeugausbau,13142.65496,1798.1259330576565,1568.0903993439624,1629.2906145513384,1256.1995446297547,1256.8485099356053,1198.5728277229805,1531.7355568681842,1086.7413706010084,1403.3219049327304,413.72829835677794
HFX,C,C -- Fahrzeugausbau,12083.61812,747.8238673748122,739.3230875788701,777.9373921293272,966.9800601422071,1315.487855627115,817.9849917191725,1236.8708024257098,1269.9298692901725,975.5972090164282,3235.682984696183
HFX,C,C -- Fahrzeugausbau,12909.70508,1509.1377658099163,1323.5239747374624,871.0718558173284,982.7222267873067,1383.6181909119534,1793.9520909550715,883.5159261620042,676.4963644093165,1455.5308343952138,2030.1358500144265
HFX,C,C -- Fahrzeugausbau,12656.30844,1504.11602690803,1477.663015107598,917.1012402708159,954.6647447550218,1448.1345067120665,989.1227789243046,1887.0300466158337,1006.8441723116316,912.1281761527823,1559.5037322419141
HFX,C,C -- Fahrzeugausbau,13490.03853,1820.4299180150022,1228.6195838644162,683.4339974214433,1583.0326365645888,1791.8439060785704,1456.3863561210837,1397.7063251650343,847.1537009432951,1243.3470250257917,1438.0850808007733
HFX,C,C -- Fahrzeugausbau,13459.35907,1335.0474370951422,2018.6000226605265,1867.6725107661032,992.5175551048704,1085.8820807204347,2001.2379854402288,716.4897988503751,1757.1217573656954,1414.7718351391384,270.01808685748506
HFX,C,C -- Fahrzeugausbau,12287.75275,1511.8018239005653,1769.2921308980606,919.3306794077546,962.6163925352948,982.0171586569463,938.8004083048597,1747.1133362176429,955.420007682194,955.9991530438392,1545.3616593528432
HFX,C,C -- Fahrzeugausbau,12549.48504,819.5934955686052,852.9313509531642,1080.0695269701973,1287.0184955109444,1465.5225987183858,1709.342490163858,1286.212392028213,1328.5268642656674,1310.7465652852195,1409.521260535745
HFX,C,C -- Fahrzeugausbau,12687.8164,870.4370962658159,860.2502066678028,1353.8084695409216,711.8757250537668,1094.8763529734933,884.5337760335536,1078.9493062861218,1375.2943574951541,1488.3935622340746,2969.397547449295
HFX,C,C -- Fahrzeugausbau,12784.15617,1550.8044072959467,728.8435788693733,843.0370100288433,1644.0581098720543,1509.9809822047064,1024.4636854762618,1513.6517147064237,1430.0386242859886,1571.0377975669487,968.2402596934523
HFX,C,C -- Fahrzeugausbau,13252.97745,1585.9630160355819,1802.680982888121,1534.6628158256817,1174.0884187025051,1213.7196375882368,910.8986564661342,1776.7637056827712,1638.537625050049,1289.1133634808095,326.54922828010945
HFX,C,C -- Fahrzeugausbau,13134.17848,1501.3206159164656,1696.8590144676511,1423.719714587983,1598.1313687662723,1249.3436779162312,1776.9803482408656,1728.7275892637638,689.8842331723152,830.651299210438,638.5606184580139
HFX,C,C -- Fahrzeugausbau,13311.85064,1195.3625910574415,1265.5960435294437,1861.2007406305488,909.205172017741,1240.620801303988,1538.9905411414034,1870.1072518324468,1386.56479521523,1639.5682566465612,404.63444662519737
HFX,C,C -- Fahrzeugausbau,13436.36998,1557.2951956849602,1363.8689892888515,1711.4339979101226,1305.793046966915,1496.8591749319376,1819.0045640269238,1447.6201334150035,1431.5939912604201,821.7639305303973,481.1369559844678
HFX,C,C -- Fahrzeugausbau,13145.25929,1241.7627366227593,1865.8740473382336,1931.092394579819,1043.0450076235957,1406.1783956465179,1616.2929500166788,1304.4321963169864,1759.5002537454384,858.3840630569605,118.69724505301178
HFX,C,C -- Fahrzeugausbau,13042.66524,1072.7968802198143,764.2779550098247,1396.8685277012505,1412.5021725179042,1013.6471220686826,826.5640993992943,1339.7445201778514,1215.0675291725001,1287.5317603521112,2713.664673380768
HFX,C,C -- Fahrzeugausbau,12976.62388,1916.5816822505917,1720.181286929917,972.8529857312312,1347.7547585297086,1483.0805114741925,1358.3509973576765,1882.233968710303,1288.1995449894312,1001.7792003158864,5.608943711060533
HFX,C,C -- Fahrzeugausbau,13729.86661,1697.380379049056,1771.279202577919,871.710920036377,1295.824992194226,2023.8927340801247,1312.8461242064684,870.8835238622988,889.2794691419685,999.4593552927784,1997.309909558782
HFX,C,C -- Fahrzeugausbau,13045.10017,905.5775422385433,1476.5881073666565,1123.394072167684,1251.0598510600353,1666.6153585057482,1766.0387913004736,1514.1977545553618,1779.9961148340296,1217.205354963772,344.42722300769447
HFX,C,C -- Fahrzeugausbau,12740.71576,1872.3027850205226,1452.7400717149224,1878.6944276898703,822.5047110966158,803.0436768223575,1715.4470553303217,782.9533783730396,986.2205271576101,1615.8633271455149,810.9457996492245
HFX,C,C -- Fahrzeugausbau,11936.20192,1749.700036494201,1009.8695908829391,1420.2920868240017,850.0772434396163,1589.099575085365,981.0121444289309,1511.2686251052696,1568.8970072390239,721.8198128328424,534.1657976678082
HFX,C,C -- Fahrzeugausbau,12111.51491,1418.2832447877597,1141.0842287419603,625.397624708604,1168.4437627582615,1775.0346300715341,694.8635024909173,1320.8744368475063,1267.3582104843495,836.2367071432068,1863.9385619659015
HFX,C,C -- Fahrzeugausbau,11654.85522,1049.874743553321,1268.6713095123332,943.5587950919924,1267.1531658520403,612.4797232137147,679.5209312558436,624.9950224823289,1385.7603975661389,842.8274993215355,2980.0136321507516
HFX,C,C -- Fahrzeugausbau,11875.86885,1188.352284853421,884.0734156927228,1511.654564063569,1546.2496269485446,1205.886351915025,1260.0364614610323,674.6891289386579,655.1253527130127,1540.322622376647,1409.479041037369
HFX,C,C -- Fahrzeugausbau,12057.75909,721.1960735102023,935.6384931724784,695.9873530917512,708.3297433290213,855.4872276350777,1528.003157988287,1214.1701892385445,1346.2757508662312,1737.607379840362,2315.0637213280434
HFX,C,C -- Fahrzeugausbau,12258.19012,723.5963209379504,1210.9266338364168,899.5030567434717,1543.2125661129976,1272.758867774613,1613.8331675269565,1172.724550433465,810.2275412634774,761.7880375304508,2249.6193778402017
HFX,C,C -- Fahrzeugausbau,13372.98906,1460.7198050215525,1437.2218237704742,1819.3052838746642,949.415912593097,1552.1178761180463,1407.0731876907869,1787.6888130145414,1521.5339071164074,882.8976893649517,555.0147614354778
HFX,C,C -- Fahrzeugausbau,13650.3036,1512.6941014382405,1637.8737752850643,969.3491245890474,1809.980246533979,1041.9310668497174,1225.8644293971424,1130.8172831080765,1451.4858573759564,985.5496054575958,1884.7581099651782
HFX,C,C -- Fahrzeugausbau,11743.19305,1344.6445202382372,759.8408538786475,1018.7177582598231,867.7494282950313,1727.52287844306,1034.8840972747407,1033.0711712088182,1450.183727566062,592.7471747713138,1913.8314400642653
HFX,C,C -- Fahrzeugausbau,12492.85888,669.9023106308823,1036.7199398421424,1502.5590804979122,1276.9092043937362,1729.6227102707508,1126.399456805707,689.2485718325948,1711.0708160381696,1485.859583866644,1264.5672058214611
HFX,C,C -- Fahrzeugausbau,12067.43499,1325.169909903128,1633.0595213160655,1251.4752110552545,761.8116497970716,914.1095277047693,1167.1239707812883,1803.9495347283232,1689.8983953806646,805.2542715511117,715.5829977823228
HFX,C,C -- Fahrzeugausbau,11806.89526,1738.6013964468284,1434.1065918039112,756.1887733073154,1219.0702567936592,783.4638777112489,1337.3745444891365,1110.9284130462245,1401.8966179858967,1221.3227739634692,803.9420144523099
HFX,C,C -- Fahrzeugausbau,11668.25608,659.1234987857025,982.8576303393215,863.7223763589409,1168.913282893412,658.6668547960448,1262.2920332941649,1152.3553419102254,795.857078344506,1042.2276107198497,3082.2403725578306
HFX,C,C -- Fahrzeugausbau,11915.52183,834.8124144054539,899.015107703089,1446.5920130679046,747.186689624309,1663.1464293025488,1335.6277277123968,1082.9169237196656,689.2393842823926,820.5416899435291,2396.4434502387094
HFX,C,C -- Fahrzeugausbau,11730.1269,855.4958013398596,1144.5555626767957,1134.5301461798817,1297.812991470184,1673.548759679871,747.9520626680224,942.5540777658493,1499.4377295253212,1196.34178493343,1237.897983760783
HFX,C,C -- Fahrzeugausbau,13570.00449,1924.3294369049509,1114.1767667754027,1083.1296141337189,1410.4048981204214,1657.1081820076015,1456.387801957586,1832.0113841626376,974.9040469666986,703.0333475378203,1414.5190114331617
HFX,C,C -- Fahrzeugausbau,11722.22282,650.7582834160125,644.6215702469897,1533.272641006096,1205.9541343133285,1071.3557856948132,1131.9304258135703,1638.8193095718448,929.9280596889498,764.217332650331,2151.3652775980663
HFX,C,C -- Fahrzeugausbau,12770.17532,1685.2538128722385,1203.2990154291024,1209.3119106016416,1082.0228671130533,1481.4959493789693,1675.1069564330269,1623.0552123699586,1509.1214061802327,684.8381651241616,616.6700244976143
HFX,C,C -- Fahrzeugausbau,12999.41972,1105.099729207786,823.5695329467535,1147.8066686326547,1137.3917773004466,652.1965376748227,1056.9914223402848,686.5298321361797,809.9614346608936,1297.0005728797082,4282.872212220471
HFX,C,C -- Fahrzeugausbau,13607.7659,1597.118788224463,932.8877678201832,1275.3100530041772,906.2295806304074,1997.8474033279417,1268.7970434377717,1961.7383906083696,1939.1344255190675,1284.2668825819942,444.43556484562487
HFX,C,C -- Fahrzeugausbau,13458.44851,1007.3934768699819,2014.0059990139198,938.7643102054071,766.7698987747295,1985.4383882608172,764.9634998215677,1159.8766533986882,1054.9596926894162,1085.5944958187806,2680.682095146692
HFX,D,D -- Fahrzeuginneneinrichtung,13413.34376,1467.8206688177888,1335.9032298913648,1547.7287130331767,1946.583340568241,1230.572960418612,1838.9972353971066,1623.5707057242614,1334.9738279323576,765.6537555046874,321.53932271240444
HFX,D,D -- Fahrzeuginneneinrichtung,13272.22479,839.5913425373129,1778.785008741264,1746.4546372201482,1067.0282190063047,1465.855595145447,924.3681069073174,1474.122453059767,1546.0759751843143,844.1199706546467,1585.8234815434785
HFX,D,D -- Fahrzeuginneneinrichtung,12847.74697,1488.981380273009,1812.0153085763254,896.5641792391759,1621.906370749361,749.9117497660999,1735.2788210347917,1821.5832289852615,1831.59945263077,751.47382765045,138.43265109475578
HFX,D,D -- Fahrzeuginneneinrichtung,12327.3016,620.6140123634409,1276.8451335428522,1075.3134570116895,1206.6469959548276,1701.1572039826372,1495.1134965485935,1054.0964409267501,1397.4194599607356,786.4956949033965,1713.5997048050779
HFX,D,D -- Fahrzeuginneneinrichtung,11781.51551,1035.3300487226588,627.0110975217021,1653.5670447017178,1272.7328308119313,790.1934725690755,1260.487636139471,634.5839520621502,750.688734553127,887.7148629355709,2869.205829982596
HFX,D,D -- Fahrzeuginneneinrichtung,12934.70721,1480.6479545844954,1725.1572433749568,1184.8559874175958,874.0901235272964,1709.7497119444843,1149.7515828896353,694.0660544980467,1518.9861686111556,1026.5862568355392,1570.8161263167945
HFX,D,D -- Fahrzeuginneneinrichtung,12729.09155,1160.2555213441797,1194.3189916527122,1282.7455074954837,923.8463443942634,1878.9039389638474,1763.1510254457821,1448.9529735120823,746.6788394235708,853.5382417301789,1476.7001660378992
HFX,D,D -- Fahrzeuginneneinrichtung,13150.32932,1541.2533370216504,1582.9941193044478,948.1506116343528,1627.7189740835051,1029.95871355442,1055.2590809758563,1386.7156295093582,1369.7005256078537,1966.1825773074893,642.3957510010664
HFX,D,D -- Fahrzeuginneneinrichtung,12208.49304,1135.9569381792935,840.90993395816,1454.9074776099037,1640.160084023818,1035.7144120051403,1201.8140876452003,1587.4416114538988,1117.9551323248447,1256.8426546307262,936.7907081690125
HFX,D,D -- Fahrzeuginneneinrichtung,13087.80362,672.6550693747188,823.1784587965542,1654.8379931141912,706.3376892810173,1941.5600954320412,1140.3511732228744,722.8188690100992,1698.6081714069906,822.1087660409942,2905.347334320518
HFX,D,D -- Fahrzeuginneneinrichtung,12984.80186,1782.8014343371287,1579.9973140042557,1243.2012283661024,1264.858010665905,1878.6950512409153,1060.2707327490073,1766.959967012217,1232.733658898661,662.8849342162547,512.3995285095526
HFX,D,D -- Fahrzeuginneneinrichtung,12780.22157,1038.1322387782907,1516.1612007328285,1602.2122397265284,1815.8534963223506,714.7710181441788,1720.1612680032863,1037.9220493164935,1329.4390344197354,700.1087983204068,1305.4602262359
HFX,D,D -- Fahrzeuginneneinrichtung,12606.01809,1143.3570550589798,1431.7583627287668,890.8581712649423,879.0941825587474,781.2357838321552,1614.8112653580274,1355.567465159451,1247.1592268859133,1781.398851536425,1480.7777256165932
HFX,D,D -- Fahrzeuginneneinrichtung,12501.17802,1201.4666117272377,1270.1920256446722,650.6836386937391,1673.18619683438,1322.4062787477278,1816.0764134585033,1196.2115614538238,1242.5680487285615,1619.0308023698058,509.3564423415487
HFX,D,D -- Fahrzeuginneneinrichtung,12839.40948,906.0541704818033,650.1596403176073,1077.5484363446658,739.2692525510968,680.0579667933583,715.0318419275228,1007.3920182440393,1708.547441953332,1809.7053130638783,3545.643398322693
HFX,D,D -- Fahrzeuginneneinrichtung,12644.53109,680.8629669340745,1224.6100735801062,638.5267706406376,807.3357954338346,1591.029188805193,940.0785039520993,1560.2190021165752,1092.0159619646506,1738.9635297024845,2370.889296870343
HFX,D,D -- Fahrzeuginneneinrichtung,13579.38932,1244.7359784144219,1013.6824951048823,1192.4446501411642,720.1008164984657,962.2097431459827,1581.6371511845268,1877.1295529362803,926.1549342899737,1923.7808414340486,2137.5131568502547
HFX,D,D -- Fahrzeuginneneinrichtung,12144.40533,677.1098458735835,1764.230483356824,916.2031051881752,748.392637532658,901.911665352204,808.8518504481399,1767.156857772619,1365.4438945873626,1442.4184621701042,1752.6865277183297
HFX,D,D -- Fahrzeuginneneinrichtung,11742.9087,961.1349117946592,1245.2972188976746,1364.079965507824,1414.1767380902493,739.5940225485969,1615.687621118092,1641.3010910961075,1107.4667681928277,1479.8854754319532,174.28488732201504
HFX,D,D -- Fahrzeuginneneinrichtung,12201.312,620.0081930426678,1463.1256834888773,1565.9548174725467,1535.462667922363,1253.3569280526121,849.5272292478314,1591.0212202277507,851.1033433269272,1066.1413683961648,1405.6105488222595
HFX,D,D -- Fahrzeuginneneinrichtung,12124.93282,1547.9044522281815,1817.182457611494,1055.9311506339354,862.3543130259625,1200.0602043922095,810.6781451267918,830.7780284639223,691.4597655723451,804.6648719413968,2503.919431003762
HFX,D,D -- Fahrzeuginneneinrichtung,12425.37415,1833.0525191119946,1276.5506645447588,1697.6469191817964,857.3928486191717,1721.7465466473495,1592.380674754703,704.294924248727,1485.324533213401,974.2775320564444,282.706987621654
HFX,E,E -- Fahrwerk,13725.9136,1760.1136029588224,1451.344402628012,1021.138226118157,737.4823477721905,1218.4222119759984,1542.7149235764093,1795.0786119317572,1858.9731899038266,1812.5219731603993,528.1241099744261
HFX,E,E -- Fahrwerk,12780.75644,1333.1922150584583,1499.9055440916313,1118.5496583255278,1313.5736987630635,1533.9139319372077,873.7330875269046,1809.7616886696317,954.4341576137812,1462.7233227435052,880.9691352702887
HFX,E,E -- Fahrwerk,12150.33826,915.5285621817984,1576.9349346710917,1190.1381234102196,1594.4320209303664,1311.6888022295664,1571.6760540114592,1716.3246927648784,629.708303661803,1390.5668484975713,253.33991764124744
HFX,E,E -- Fahrwerk,12102.71069,1729.5887779287596,1484.7743838887543,832.2712293907462,862.0564973865144,1379.6942515841752,1185.8374512060836,851.4728003455427,740.9046253506933,756.2708263312418,2279.83984658749
HFX,E,E -- Fahrwerk,13253.55929,1659.3122556009976,1927.2589289357898,1929.3146900089941,1641.7782329916308,1952.2089414567567,1774.91494238443,725.5968887634729,1060.9805883393808,612.4567961140577,-30.2629745955104
HFX,E,E -- Fahrwerk,13512.13826,1426.6121918117324,915.9619237270198,1660.9038992522376,1919.83678247844,1450.2577174623602,1185.298327412155,1323.4898361492078,901.848660588101,1781.9447304600726,945.9841906586735
HFX,E,E -- Fahrwerk,12948.74185,1015.5852434827955,1665.6368344491243,1643.3291939081137,1377.2381208161537,1766.3373513605634,1652.4546782732841,1020.6643844964108,962.8703594662363,1710.8388414800913,133.78684226722726
HFX,E,E -- Fahrwerk,11985.20765,961.6659366301064,714.8671547167668,994.0540822271323,1152.5667241836284,884.9110023575952,1478.826411763474,771.3678390413999,622.4365804028877,1702.5376370615422,2701.9742816154685
HFX,E,E -- Fahrwerk,12806.56376,1098.7257949370048,722.4900116569689,1483.494393251347,1091.9736184243416,702.6431332189047,1890.1973621960346,1046.8596835836418,1840.6286668210341,981.7427812533003,1947.808314657421
HFX,E,E -- Fahrwerk,12843.80585,1911.1027340576084,1470.64745876818,1324.5020137590031,1156.7137962662114,1076.291368050066,775.3406266359748,731.7320417375008,1539.5800730149547,1502.875347334863,1355.0203903756387
HFX,E,E -- Fahrwerk,13078.01781,832.3629128135331,835.4124210303198,1300.9538941401324,852.8990322335483,1345.7642327133694,1232.3380321496268,1233.586953607734,696.9169323329504,1563.8841427937118,3183.899256185074
HFX,E,E -- Fahrwerk,12592.98865,1772.6811419791866,1593.3050645916105,1822.3129946760937,917.2757811631966,1166.7786643581576,1867.6171309453703,812.7409094186104,1085.0257311100313,1444.1022347469914,111.1489970107516
HFX,E,E -- Fahrwerk,13407.02397,1347.7275277197566,1640.1910331530264,849.3104535046263,1201.9124520620162,1995.96020172173,1278.9693300762297,841.1627680712925,1214.735857689387,932.3527815010498,2104.701564500884
HFX,E,E -- Fahrwerk,13641.40304,1801.0489911572784,708.7166776822771,1785.3073125081291,1196.1834299630277,1525.4120587875764,2003.0736624057372,962.3072498058057,1734.4865563630947,1477.0465771258741,447.82052420119817
HFX,E,E -- Fahrwerk,11811.16516,786.9438728764447,1225.8206545299056,1672.5338822310089,692.5688130477545,947.0009016678514,1026.9104747653832,1405.2357865352453,1225.2255426388506,1365.5408916614124,1463.3843400461442
HFX,E,E -- Fahrwerk,12208.84417,666.6245208362031,1209.8125141482142,1009.7971795946297,1341.7250253544885,941.6827677972207,678.8580018677868,1340.5977481658442,822.4307845028643,612.1827046451469,3585.132923087601
HFX,E,E -- Fahrwerk,13015.01593,1333.652894457541,1159.3614192690654,847.7193724695717,868.7523591019954,1063.9758683814964,736.4822057156305,1678.6787516114655,1931.9974452498136,1494.383752856022,1900.0118608873995
HFX,E,E -- Fahrwerk,12379.00841,809.6821135067474,1536.3220206341325,1521.456642959196,685.7417306225717,953.0382759036763,1251.785435550738,917.4213056600217,887.9304564802171,654.1840141394507,3161.4464145432494
HFX,E,E -- Fahrwerk,13046.94525,1304.8048213175102,1637.1609002901814,792.7992390348347,730.2089802400023,822.7804618998157,808.368547117917,1630.2026334958296,996.1933022674347,1338.703857623586,2985.722506712888
HFX,E,E -- Fahrwerk,13122.25061,1416.7021891574263,1511.1476668156029,1377.2997472213742,1214.0296664274883,1872.7068726317577,1849.986407527377,794.8721762047612,1734.9584024627247,884.7587152412223,465.7887663102654
HFX,E,E -- Fahrwerk,12038.86391,1283.4082772517954,1362.6990547091034,1734.080047051578,1578.372989766331,1297.8576890805539,1447.687116095743,1616.0115620595006,1318.040597275131,499.0030068055556,-98.29643009529246
HFX,E,E -- Fahrwerk,13224.29204,1432.2710138432572,1615.1899742538371,1254.2735664401357,1706.4472901379938,780.0992848156042,1304.3009813218578,1906.5000000178482,725.6382837079238,1807.216368462437,692.3552769991061
HFX,E,E -- Fahrwerk,13480.4065,1254.865437052133,1210.1821739647314,1333.3490708835818,1279.3560490407447,1630.6420571553072,906.1252591470978,1966.9446114816178,1170.508906783782,1842.4789558355853,885.9539786554185
HFX,F,"F -- Energieanlage, Antriebsanlage",12451.04047,1101.9141810235362,1412.7211519821885,681.9235893847582,1543.1957107776473,1638.9716541858531,1266.4317853285183,1588.9112164360643,934.6903650411302,846.7488149008589,1435.5320009394452
HFX,F,"F -- Energieanlage, Antriebsanlage",12016.40296,1754.503016967392,1096.3639097966438,782.9036430045526,1269.9104118620908,858.8664822801113,1281.891120690228,1515.4538713107181,1158.2440457026455,1682.837187203175,615.4292711824417
HFX,F,"F -- Energieanlage, Antriebsanlage",13143.04618,878.8974197654353,1327.024252879923,996.9522581089385,1147.6410034100077,1317.9130881602896,846.7026683807588,762.6361048515324,899.6193683413935,1189.6692768772405,3775.990739224479
HFX,F,"F -- Energieanlage, Antriebsanlage",13017.64759,842.9917373438481,897.091926424339,1042.7555267908713,1424.541678156082,1684.4941042664539,987.3818487920055,1295.5660630926523,1035.4633970567374,1324.8550176875356,2482.5062903894764
HFX,F,"F -- Energieanlage, Antriebsanlage",13465.0665,1058.6641935417915,1323.9353832737993,1674.720088883416,707.1048311707149,1333.517953214894,1760.5069555153593,1675.0666461536903,1924.7476782818155,1765.3535680869186,241.44920187760067
HFX,F,"F -- Energieanlage, Antriebsanlage",11956.97838,1446.1785824489148,1194.2240381591473,1381.7757029001652,1586.3274145852847,799.1264587802368,1723.2939257400246,1179.5527623289363,1755.824158318509,819.0235916995732,71.65174503920866
HFX,F,"F -- Energieanlage, Antriebsanlage",12561.10759,1187.3452176348624,1150.9059609326478,877.0698232804444,1420.794793808982,843.0551426697401,1608.4672848670375,1804.9100642873843,1068.0327318038856,1352.133313023203,1248.3932576918135
HFX,F,"F -- Energieanlage, Antriebsanlage",13662.42928,935.3068225810775,841.1146142690586,1291.2464183368243,1317.4945564553586,1231.4003264510761,709.8857901679036,1948.8244864537598,1603.2350611831957,1043.0125078653914,2740.9086962363526
HFX,F,"F -- Energieanlage, Antriebsanlage",11907.39131,1118.8167568570739,841.3567386495854,933.2871109319938,716.0708202109516,1416.8530776735806,1586.8538088322457,1296.8249212294104,961.3431606086094,1566.435242699998,1469.549672306554
HFX,F,"F -- Energieanlage, Antriebsanlage",12388.00312,864.7679189309174,721.7369388707332,724.588914738829,1457.4778291980251,988.569365744972,1126.353443553403,1561.8352685291188,791.971148495388,1153.2241875736268,2997.478104364984
HFX,F,"F -- Energieanlage, Antriebsanlage",12245.16333,1085.8153450875848,1284.4015733993397,692.8849845641193,1433.9276836400136,1149.325336768145,679.2546362379745,1048.6015090145183,807.8315424857508,916.9003044197754,3146.2204143827776
